identifier	text	seq	syn	dep_left	dep_right	chunk
mountain	a land mass that projects well above its surroundings.	['a', 'land', 'mass', 'that', 'projects', 'well', 'above', 'its', 'surroundings', '.']	[[['a', 'land', 'mass'], ['that', ['projects', 'well', ['above', ['its', 'surroundings']]]]], '.']	['mass', 'a', 'land', ['projects', 'that', ['surroundings', 'well', 'above', 'its']], '.']	['a', 'land', ['that', ['well', 'above', 'its', 'surroundings'], 'projects'], '.', 'mass']	[['a', 'land', 'mass'], 'that', 'projects', 'well', 'above', ['its', 'surroundings'], '.']
movie	a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement.	['a', 'form', 'of', 'entertainment', 'that', 'enacts', 'a', 'story', 'by', 'sound', 'and', 'a', 'sequence', 'of', 'images', 'giving', 'the', 'illusion', 'of', 'continuous', 'movement', '.']	[['a', 'form'], ['of', ['entertainment', ['that', ['enacts', ['a', 'story'], ['by', ['sound', 'and', [['a', 'sequence'], ['of', ['images', ['giving', [['the', 'illusion'], ['of', ['continuous', 'movement']]]]]]]]]]]]], '.']	['form', 'a', ['entertainment', 'of'], ['enacts', 'that', ['story', 'a', ['sound', 'by', 'and', ['sequence', 'a', ['images', 'of', ['giving', ['illusion', 'the', ['movement', 'of', 'continuous']]]]]]]], '.']	['a', ['of', 'entertainment'], ['that', ['a', ['by', 'and', ['a', ['of', [['the', ['of', 'continuous', 'movement'], 'illusion'], 'giving'], 'images'], 'sequence'], 'sound'], 'story'], 'enacts'], '.', 'form']	[['a', 'form'], 'of', 'entertainment', 'that', 'enacts', ['a', 'story'], 'by', 'sound', 'and', ['a', 'sequence'], 'of', 'images', 'giving', ['the', 'illusion'], 'of', ['continuous', 'movement'], '.']
mud	water soaked soil.	['water', 'soaked', 'soil', '.']	['water', ['soaked', 'soil'], '.']	['soil', 'water', 'soaked', '.']	['water', 'soaked', '.', 'soil']	['water', 'soaked', 'soil', '.']
mug	the quantity that can be held in a mug.	['the', 'quantity', 'that', 'can', 'be', 'held', 'in', 'a', 'mug', '.']	['the', 'quantity', ['that', ['can', ['be', ['held', ['in', ['a', 'mug']]]]]], '.']	['quantity', 'the', ['held', 'that', 'can', 'be', ['mug', 'in', 'a']], '.']	['the', ['that', 'can', 'be', ['in', 'a', 'mug'], 'held'], '.', 'quantity']	[['the', 'quantity'], 'that', 'can', 'be', 'held', 'in', ['a', 'mug'], '.']
mural	a painting that is applied to a wall surface.	['a', 'painting', 'that', 'is', 'applied', 'to', 'a', 'wall', 'surface', '.']	['a', 'painting', ['that', ['is', ['applied', ['to', ['a', 'wall', 'surface']]]]], '.']	['painting', 'a', ['applied', 'that', 'is', ['surface', 'to', 'a', 'wall']], '.']	['a', ['that', 'is', ['to', 'a', 'wall', 'surface'], 'applied'], '.', 'painting']	[['a', 'painting'], 'that', 'is', 'applied', 'to', ['a', 'wall', 'surface'], '.']
muscle	one of the contractile organs of the body.	['one', 'of', 'the', 'contractile', 'organs', 'of', 'the', 'body', '.']	['one', ['of', ['the', 'contractile', 'organs']], ['of', ['the', 'body']], '.']	['one', ['organs', 'of', 'the', 'contractile', ['body', 'of', 'the']], '.']	[['of', 'the', 'contractile', ['of', 'the', 'body'], 'organs'], '.', 'one']	['one', 'of', ['the', 'contractile', 'organs'], 'of', ['the', 'body'], '.']
museum	a depository for collecting and displaying objects having scientific or historical or artistic value.	['a', 'depository', 'for', 'collecting', 'and', 'displaying', 'objects', 'having', 'scientific', 'or', 'historical', 'or', 'artistic', 'value', '.']	[['a', 'depository'], ['for', ['collecting', 'and', 'displaying', ['objects', ['having', [['scientific', 'or', 'historical', 'or', 'artistic'], 'value']]]]], '.']	['depository', 'a', ['collecting', 'for', 'and', 'displaying', ['objects', ['having', ['value', ['scientific', 'or', 'historical', 'or', 'artistic']]]]], '.']	['a', ['for', 'and', 'displaying', [[[['or', 'historical', 'or', 'artistic', 'scientific'], 'value'], 'having'], 'objects'], 'collecting'], '.', 'depository']	[['a', 'depository'], 'for', 'collecting', 'and', 'displaying', 'objects', 'having', ['scientific', 'or', 'historical', 'or', 'artistic', 'value'], '.']
mushroom	common name for an edible agaric (contrasting with the inedible toadstool).	['common', 'name', 'for', 'an', 'edible', 'agaric', '(', 'contrasting', 'with', 'the', 'inedible', 'toadstool', ')', '.']	[['common', 'name'], ['for', [['an', ['edible', 'agaric']], ['-LRB-', ['contrasting', ['with', ['the', 'inedible', 'toadstool']]], '-RRB-']]], '.']	['name', 'common', ['agaric', 'for', 'an', 'edible', ['contrasting', '-LRB-', ['toadstool', 'with', 'the', 'inedible'], '-RRB-']], '.']	['common', ['for', 'an', 'edible', ['-LRB-', ['with', 'the', 'inedible', 'toadstool'], '-RRB-', 'contrasting'], 'agaric'], '.', 'name']	[['common', 'name'], 'for', ['an', 'edible', 'agaric'], '(', 'contrasting', 'with', ['the', 'inedible', 'toadstool'], ')', '.']
music	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner.	['an', 'artistic', 'form', 'of', 'auditory', 'communication', 'incorporating', 'instrumental', 'or', 'vocal', 'tones', 'in', 'a', 'structured', 'and', 'continuous', 'manner', '.']	[[['an', 'artistic', 'form'], ['of', ['auditory', 'communication']]], ['incorporating', [[['instrumental', 'or', 'vocal'], 'tones'], ['in', ['a', ['structured', 'and', 'continuous'], 'manner']]]], '.']	['form', 'an', 'artistic', ['communication', 'of', 'auditory', ['incorporating', ['tones', ['instrumental', 'or', 'vocal']], ['manner', 'in', 'a', ['structured', 'and', 'continuous']]]], '.']	['an', 'artistic', ['of', 'auditory', [[['or', 'vocal', 'instrumental'], 'tones'], ['in', 'a', ['and', 'continuous', 'structured'], 'manner'], 'incorporating'], 'communication'], '.', 'form']	[['an', 'artistic', 'form'], 'of', ['auditory', 'communication'], 'incorporating', ['instrumental', 'or', 'vocal', 'tones'], 'in', ['a', 'structured', 'and', 'continuous', 'manner'], '.']
musician	someone who plays a musical instrument (as a profession).	['someone', 'who', 'plays', 'a', 'musical', 'instrument', '(', 'as', 'a', 'profession', ')', '.']	[[['someone', ['who', ['plays', ['a', 'musical', 'instrument']]]], ['-LRB-', ['as', ['a', 'profession']], '-RRB-']], '.']	['someone', ['plays', 'who', ['instrument', 'a', 'musical', ['profession', '-LRB-', 'as', 'a', '-RRB-']]], '.']	[['who', ['a', 'musical', ['-LRB-', 'as', 'a', '-RRB-', 'profession'], 'instrument'], 'plays'], '.', 'someone']	['someone', 'who', 'plays', ['a', 'musical', 'instrument'], '(', 'as', ['a', 'profession'], ')', '.']
nail	horny plate covering and protecting part of the dorsal surface of the digits	['horny', 'plate', 'covering', 'and', 'protecting', 'part', 'of', 'the', 'dorsal', 'surface', 'of', 'the', 'digits']	[['horny', 'plate'], ['covering', 'and', 'protecting', ['part', ['of', [['the', 'dorsal', 'surface'], ['of', ['the', 'digits']]]]]]]	['plate', 'horny', ['covering', 'and', 'protecting', ['part', ['surface', 'of', 'the', 'dorsal', ['digits', 'of', 'the']]]]]	['horny', ['and', 'protecting', [['of', 'the', 'dorsal', ['of', 'the', 'digits'], 'surface'], 'part'], 'covering'], 'plate']	[['horny', 'plate'], 'covering', 'and', 'protecting', 'part', 'of', ['the', 'dorsal', 'surface'], 'of', ['the', 'digits']]
nature	the essential qualities or characteristics by which something is recognized.	['the', 'essential', 'qualities', 'or', 'characteristics', 'by', 'which', 'something', 'is', 'recognized', '.']	[[['the', 'essential', 'qualities', 'or', 'characteristics'], ['by', ['which', 'something']]], ['is', 'recognized'], '.']	['qualities', 'the', 'essential', 'or', 'characteristics', ['recognized', ['which', 'by'], 'something', 'is'], '.']	['the', 'essential', 'or', 'characteristics', [['by', 'which'], 'something', 'is', 'recognized'], '.', 'qualities']	[['the', 'essential', 'qualities'], 'or', 'characteristics', 'by', 'which', 'something', 'is', 'recognized', '.']
necklace	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women).	['jewelry', 'consisting', 'of', 'a', 'cord', 'or', 'chain', '(', 'often', 'bearing', 'gems', ')', 'worn', 'about', 'the', 'neck', 'as', 'an', 'ornament', '(', 'especially', 'by', 'women', ')', '.']	[['jewelry', ['consisting', ['of', [['a', 'cord', 'or', 'chain'], ['-LRB-', ['often', 'bearing', 'gems'], '-RRB-']]]]], ['worn', ['about', [['the', 'neck'], ['as', ['an', 'ornament']]]], ['-LRB-', ['especially', 'by', 'women'], '-RRB-']], '.']	['jewelry', ['consisting', ['cord', 'of', 'a', 'or', 'chain', ['bearing', '-LRB-', 'often', 'gems', '-RRB-'], ['worn', ['neck', 'about', 'the'], ['ornament', 'as', 'an', ['women', '-LRB-', 'especially', 'by', '-RRB-']]]]], '.']	[[['of', 'a', 'or', 'chain', ['-LRB-', 'often', 'gems', '-RRB-', 'bearing'], [['about', 'the', 'neck'], ['as', 'an', ['-LRB-', 'especially', 'by', '-RRB-', 'women'], 'ornament'], 'worn'], 'cord'], 'consisting'], '.', 'jewelry']	['jewelry', 'consisting', 'of', ['a', 'cord'], 'or', 'chain', '(', 'often', 'bearing', 'gems', ')', 'worn', 'about', ['the', 'neck'], 'as', ['an', 'ornament'], '(', 'especially', 'by', 'women', ')', '.']
neon	a colorless odorless gaseous element that give a red glow in a vacuum tube.	['a', 'colorless', 'odorless', 'gaseous', 'element', 'that', 'give', 'a', 'red', 'glow', 'in', 'a', 'vacuum', 'tube', '.']	[[['a', 'colorless', 'odorless', 'gaseous', 'element'], ['that', ['give', [['a', 'red', 'glow'], ['in', ['a', 'vacuum', 'tube']]]]]], '.']	['element', 'a', 'colorless', 'odorless', 'gaseous', ['give', 'that', ['glow', 'a', 'red'], ['tube', 'in', 'a', 'vacuum']], '.']	['a', 'colorless', 'odorless', 'gaseous', ['that', ['a', 'red', 'glow'], ['in', 'a', 'vacuum', 'tube'], 'give'], '.', 'element']	[['a', 'colorless', 'odorless', 'gaseous', 'element'], 'that', 'give', ['a', 'red', 'glow'], 'in', ['a', 'vacuum', 'tube'], '.']
nest	a structure in which animals lay eggs or give birth to their young.	['a', 'structure', 'in', 'which', 'animals', 'lay', 'eggs', 'or', 'give', 'birth', 'to', 'their', 'young', '.']	[[['a', 'structure'], ['in', ['which', 'animals']]], [['lay', 'eggs'], 'or', ['give', 'birth', ['to', ['their', 'young']]]], '.']	['structure', 'a', ['lay', ['which', 'in'], 'animals', 'eggs', 'or', ['give', 'birth', ['young', 'to', 'their']]], '.']	['a', [['in', 'which'], 'animals', 'eggs', 'or', ['birth', ['to', 'their', 'young'], 'give'], 'lay'], '.', 'structure']	[['a', 'structure'], 'in', 'which', 'animals', 'lay', 'eggs', 'or', 'give', 'birth', 'to', 'their', 'young', '.']
new	not of long duration.	['not', 'of', 'long', 'duration', '.']	['not', ['of', ['long', 'duration']], '.']	['duration', 'not', 'of', 'long', '.']	['not', 'of', 'long', '.', 'duration']	['not', 'of', ['long', 'duration'], '.']
night	the time after sunset and before sunrise while it is dark outside.	['the', 'time', 'after', 'sunset', 'and', 'before', 'sunrise', 'while', 'it', 'is', 'dark', 'outside', '.']	[['the', 'time'], [['after', 'sunset'], 'and', ['before', ['sunrise', ['while', ['it', ['is', ['dark', 'outside']]]]]]], '.']	['time', 'the', ['sunset', 'after', 'and', ['sunrise', 'before']], ['outside', 'while', 'it', 'is', 'dark'], '.']	['the', ['after', 'and', ['before', 'sunrise'], 'sunset'], ['while', 'it', 'is', 'dark', 'outside'], '.', 'time']	[['the', 'time'], 'after', 'sunset', 'and', 'before', 'sunrise', 'while', 'it', 'is', 'dark', 'outside', '.']
noodle	a ribbonlike strip of pasta.	['a', 'ribbonlike', 'strip', 'of', 'pasta', '.']	[['a', 'ribbonlike', 'strip'], ['of', 'pasta'], '.']	['strip', 'a', 'ribbonlike', ['pasta', 'of'], '.']	['a', 'ribbonlike', ['of', 'pasta'], '.', 'strip']	[['a', 'ribbonlike', 'strip'], 'of', 'pasta', '.']
note	a brief written record.	['a', 'brief', 'written', 'record', '.']	[['a', 'brief'], ['written', 'record'], '.']	['brief', 'a', ['record', 'written'], '.']	['a', ['written', 'record'], '.', 'brief']	[['a', 'brief', 'written', 'record'], '.']
nude	a painting of a naked human figure.	['a', 'painting', 'of', 'a', 'naked', 'human', 'figure', '.']	[['a', 'painting'], ['of', ['a', 'naked', 'human', 'figure']], '.']	['painting', 'a', ['figure', 'of', 'a', 'naked', 'human'], '.']	['a', ['of', 'a', 'naked', 'human', 'figure'], '.', 'painting']	[['a', 'painting'], 'of', ['a', 'naked', 'human', 'figure'], '.']
number	the property possessed by a sum or total or indefinite quantity of units or individuals.	['the', 'property', 'possessed', 'by', 'a', 'sum', 'or', 'total', 'or', 'indefinite', 'quantity', 'of', 'units', 'or', 'individuals', '.']	[['the', 'property'], ['possessed', ['by', [['a', 'sum', 'or', 'total'], 'or', [['indefinite', 'quantity'], ['of', ['units', 'or', 'individuals']]]]]], '.']	['property', 'the', ['possessed', ['sum', 'by', 'a', 'or', ['quantity', ['total', 'or', 'indefinite']], ['units', 'of', 'or', 'individuals']]], '.']	['the', [['by', 'a', 'or', [['or', 'indefinite', 'total'], 'quantity'], ['of', 'or', 'individuals', 'units'], 'sum'], 'possessed'], '.', 'property']	[['the', 'property'], 'possessed', 'by', ['a', 'sum'], 'or', 'total', 'or', 'indefinite', 'quantity', 'of', 'units', 'or', 'individuals', '.']
nut	usually large hard-shelled seed.	['usually', 'large', 'hard-shelled', 'seed', '.']	['usually', ['large', 'hard-shelled', 'seed'], '.']	['seed', 'usually', 'large', 'hard-shelled', '.']	['usually', 'large', 'hard-shelled', '.', 'seed']	[['usually', 'large', 'hard', '-', 'shelled', 'seed'], '.']
oak	the hard durable wood of any oak.	['the', 'hard', 'durable', 'wood', 'of', 'any', 'oak', '.']	[['the', 'hard', 'durable', 'wood'], ['of', ['any', 'oak']], '.']	['wood', 'the', 'hard', 'durable', ['oak', 'of', 'any'], '.']	['the', 'hard', 'durable', ['of', 'any', 'oak'], '.', 'wood']	[['the', 'hard', 'durable', 'wood'], 'of', ['any', 'oak'], '.']
object	a tangible and visible entity.	['a', 'tangible', 'and', 'visible', 'entity', '.']	[['a', ['tangible', 'and', 'visible'], 'entity'], '.']	['entity', 'a', ['tangible', 'and', 'visible'], '.']	['a', ['and', 'visible', 'tangible'], '.', 'entity']	[['a', 'tangible', 'and', 'visible', 'entity'], '.']
ocean	a large body of water constituting a principal part of the hydrosphere.	['a', 'large', 'body', 'of', 'water', 'constituting', 'a', 'principal', 'part', 'of', 'the', 'hydrosphere', '.']	[[['a', 'large', 'body'], ['of', 'water']], ['constituting', [['a', 'principal', 'part'], ['of', ['the', 'hydrosphere']]]], '.']	['body', 'a', 'large', ['water', 'of'], ['constituting', ['part', 'a', 'principal', ['hydrosphere', 'of', 'the']]], '.']	['a', 'large', ['of', 'water'], [['a', 'principal', ['of', 'the', 'hydrosphere'], 'part'], 'constituting'], '.', 'body']	[['a', 'large', 'body'], 'of', 'water', 'constituting', ['a', 'principal', 'part'], 'of', ['the', 'hydrosphere'], '.']
office	place of business where professional or clerical duties are performed.	['place', 'of', 'business', 'where', 'professional', 'or', 'clerical', 'duties', 'are', 'performed', '.']	['place', ['of', ['business', ['where', [['professional', 'or', 'clerical', 'duties'], ['are', 'performed']]]]], '.']	['place', ['business', 'of', ['performed', 'where', ['duties', ['professional', 'or', 'clerical']], 'are']], '.']	[['of', ['where', [['or', 'clerical', 'professional'], 'duties'], 'are', 'performed'], 'business'], '.', 'place']	['place', 'of', 'business', 'where', ['professional', 'or', 'clerical', 'duties'], 'are', 'performed', '.']
old	past times (especially in the phrase `in days of old').	"['past', 'times', '(', 'especially', 'in', 'the', 'phrase', '`', 'in', 'days', 'of', 'old', ""'"", ')', '.']"	"[['past', 'times'], ['-LRB-', ['especially', 'in', [['the', 'phrase'], '`', ['in', ['days', ['of', 'old']]], ""'""]], '-RRB-'], '.']"	"['times', 'past', ['phrase', '-LRB-', 'especially', 'in', 'the', '`', ['days', 'in', ['of', ['old', ""'"", '-RRB-']]]], '.']"	"['past', ['-LRB-', 'especially', 'in', 'the', '`', ['in', [[""'"", '-RRB-', 'old'], 'of'], 'days'], 'phrase'], '.', 'times']"	"[['past', 'times'], '(', 'especially', 'in', ['the', 'phrase'], '`', 'in', 'days', 'of', 'old', ""'"", ')', '.']"
orange	round yellow to orange fruit of any of several citrus trees.	['round', 'yellow', 'to', 'orange', 'fruit', 'of', 'any', 'of', 'several', 'citrus', 'trees', '.']	[['round', 'yellow', ['to', [['orange', 'fruit'], ['of', ['any', ['of', ['several', 'citrus', 'trees']]]]]]], '.']	['yellow', 'round', ['fruit', 'to', 'orange', ['any', 'of', ['trees', 'of', 'several', 'citrus']]], '.']	['round', ['to', 'orange', ['of', ['of', 'several', 'citrus', 'trees'], 'any'], 'fruit'], '.', 'yellow']	['round', 'yellow', 'to', 'orange', 'fruit', 'of', 'any', 'of', ['several', 'citrus', 'trees'], '.']
orchid	any of numerous plants of the orchid family usually having flowers of unusual shapes and beautiful colors.	['any', 'of', 'numerous', 'plants', 'of', 'the', 'orchid', 'family', 'usually', 'having', 'flowers', 'of', 'unusual', 'shapes', 'and', 'beautiful', 'colors', '.']	['any', ['of', [['numerous', 'plants'], ['of', [['the', 'orchid', 'family'], ['usually', 'having', 'flowers']]]]], ['of', [['unusual', 'shapes'], 'and', ['beautiful', 'colors']]], '.']	['having', ['any', ['plants', 'of', 'numerous', ['family', 'of', 'the', 'orchid']]], 'usually', ['flowers', ['shapes', 'of', 'unusual', 'and', ['colors', 'beautiful']]], '.']	[[['of', 'numerous', ['of', 'the', 'orchid', 'family'], 'plants'], 'any'], 'usually', [['of', 'unusual', 'and', ['beautiful', 'colors'], 'shapes'], 'flowers'], '.', 'having']	['any', 'of', ['numerous', 'plants'], 'of', ['the', 'orchid', 'family'], 'usually', 'having', 'flowers', 'of', ['unusual', 'shapes'], 'and', ['beautiful', 'colors'], '.']
organ	a fully differentiated structural and functional unit in an animal that is specialized for some particular function	['a', 'fully', 'differentiated', 'structural', 'and', 'functional', 'unit', 'in', 'an', 'animal', 'that', 'is', 'specialized', 'for', 'some', 'particular', 'function']	[['a', ['fully', 'differentiated'], ['structural', 'and', 'functional'], 'unit'], ['in', [['an', 'animal'], ['that', ['is', ['specialized', ['for', ['some', 'particular', 'function']]]]]]]]	['unit', 'a', ['differentiated', 'fully'], ['structural', 'and', 'functional'], ['animal', 'in', 'an'], ['specialized', 'that', 'is', ['function', 'for', 'some', 'particular']]]	['a', ['fully', 'differentiated'], ['and', 'functional', 'structural'], ['in', 'an', 'animal'], ['that', 'is', ['for', 'some', 'particular', 'function'], 'specialized'], 'unit']	[['a', 'fully', 'differentiated', 'structural', 'and', 'functional', 'unit'], 'in', ['an', 'animal'], 'that', 'is', 'specialized', 'for', ['some', 'particular', 'function']]
